character,line
Skye,Mom! What happened?
Jiaying,"Gonzales... he... he said that we were... that Inhumans should be exterminated. He had a gun. No, stay with me, please. Gordon will take care of him. Get everyone to safety."
Lincoln,"Everyone, this way!"
Simmons,Let me take a look at that.
Jiaying,S.H.I.E.L.D.'s done enough. We have our own doctors. I'll be fine in time. Right now we have more pressing concerns.
Skye,You should get out of here.
Simmons,What about you?
Skye,I...
Simmons,Come on.
May,"Have you had any contact with Bobbi? Her Quinjet still hasn't arrived, and she's not answering communications."
Coulson,How's Skye?
May,Disappointed that you aren't the one meeting with her mother.
Simmons,"Agent May. Sir, there's been gunfire. Skye's mother's been shot, allegedly by Gonzales. I'm afraid it's going to get worse."
Coulson,What about Gonzales? Where's he?
Simmons,I don't know.
Fitz,Got what he always wanted.
Coulson,No. He wouldn't do that. It has to be something else. Find Gonzales. Get everyone out. I don't want to escalate the situation till we find out what we're dealing with.
May,Have all three birds ready to fly the second I return. He may be a part of it. Make sure he's secured.
Man,Agent May wants all Quinjets ready for evacuation. Prep for takeoff.
Agent,Something's happening. The teleporter's moving.
Lincoln,We need to get you to the doctors.
Jiaying,Okay.
Skye,Come on! Help me!
Jiaying,Why would you let them do this to us? I thought you were on our side.
Skye,"I am. I-I had no idea, I swear."
Alisha,"Jiaying, I'm here."
Lincoln,We got to get you out of here.
May,"Skye, stop!"
Skye,What have you done?
May,"That's what we're trying to figure out, but you need to stand down. Stand down?"
Skye,After Gonzales just shot my Mom and declared war on us? You're the one who needs to stand down.
May,I need to see Gonzales. Where is he? We can fix this.
Skye,It's too late to fix this. Now take your men and get the hell out of here.
May,Not until I see Gonzales.
May,I don't want to hurt you!
Skye,You won't.
May,"Stop wasting time, Skye, help me fix this."
Skye,"I'm sorry, May, you're not welcome here."
Mack,"And my brother's been on me for years, wants us to motorcycle down to Baja."
Oliver,"Beaches and desert, you'll get bored."
Mack,"Truthfully, bored would be a nice change of pace."
Oliver,So... there's nothing I can say?
Mack,To change my mind? No. I just need some time to figure out my next move.
Mack,"Harris, what happened?"
Harris,Gonzales is dead.
Oliver,What? When?
Harris,At the sit-down. That's what people are saying. We're waiting on orders.
Cal,♪ I'm half-crazy ♪
Coulson,"Jemma, do we have confirmation on who actually fired the missile?"
Simmons,"No, sir, we're still sorting out what happened with that Quinjet. Our priority was to get all S.H.I.E.L.D. personnel out safely."
Coulson,Was there any resistance to that from the locals?
Weaver,"No, they seemed as keen on leaving as we were, perhaps retreating to shelters or bunkers."
Coulson,Or they evacuated. We know they have a powered way out. May.
May,Where's Skye?
Simmons,How are you feeling?
May,"I have a headache, and I asked a question."
Simmons,None of this would have happened if Gonzales hadn't attacked.
Weaver,You can't actually believe he would do something like this.
Simmons,"Oh, no, Gonzales would never attack a base unprovoked."
Weaver,Robert did not do this!
May,How can you be sure?
Weaver,"Because he went to great lengths for me to get a gift for Jiaying, a peace offering."
Coulson,I agree. Gonzales was smarter than this. It's too sloppy.
Weaver,I recommend we respond with a strong show of force.
Coulson,"I have no intention of starting a war before I understand the situation. Agent Weaver, you're now the highest-ranking officer on the carrier. I want you to head back there and await further instructions."
Weaver,"Yes, sir."
Coulson,I don't believe that Skye would turn against us.
May,You didn't see her fight me.
Coulson,Her mother had just been shot. I can believe she's confused.
Simmons,No more than the rest of us. Why invite SHIELD only to attack?
Coulson,"I don't know, but maybe their peace offering over there does."
Cal,♪ but you'll look sweet ♪ ♪ upon the seat of a bicycle made for two ♪
SKye,"I thought that with her healing powers, the pain..."
Lincoln,"Wouldn't be there? No such luck. Her gift can heal the tissue damage with time, but she feels all of it."
Skye,Does she need any blood? I can... I-I can donate or... or what...
Lincoln,I think you've helped enough.
Skye,What is that supposed to mean?
Lincoln,It means Jiaying was right. S.H.I.E.L.D. couldn't be trusted. But you convinced her otherwise. Why?
Skye,You think I knew about any of this?
Jiaying,Lincoln. Skye.
Skye,I never meant for this to happen I swear.
Jiaying,"I should have been more careful. S.H.I.E.L.D. has done this before. I hoped they had changed. Skye feels as betrayed as we do, Lincoln, maybe more."
